estimating workload which takes just one milisecond
end estimation
0	1	1
0	3	2
0	4	3
0	6	4
0	8	5
0	9	6
0	11	7
0	12	8
0	14	9
0	15	10
0	17	11
0	18	12
0	20	13
0	22	14
0	23	15
0	25	16
0	26	17
0	28	18
0	29	19
0	30	20
0	32	21
0	33	22
0	35	23
0	37	24
0	38	25
0	40	26
0	42	27
0	43	28
0	45	29
0	46	30
0	48	31
0	49	32
0	51	33
0	52	34
0	54	35
0	55	36
0	57	37
0	59	38
0	60	39
0	61	40
0	63	41
0	64	42
0	66	43
0	68	44
0	69	45
0	71	46
0	72	47
0	73	48
0	75	49
0	76	50
0	78	51
0	79	52
0	81	53
0	82	54
0	84	55
0	85	56
0	87	57
0	88	58
0	90	59
0	91	60
0	92	61
0	94	62
0	96	63
0	97	64
0	99	65
0	100	66
0	102	67
0	103	68
0	105	69
0	107	70
0	108	71
0	110	72
0	111	73
0	113	74
0	115	75
0	116	76
0	118	77
0	119	78
0	121	79
0	122	80
0	123	81
0	125	82
0	126	83
0	128	84
0	130	85
0	131	86
0	133	87
0	134	88
0	135	89
0	137	90
0	139	91
0	140	92
0	142	93
0	143	94
0	145	95
0	146	96
0	148	97
0	150	98
0	151	99
0	153	100
