estimating workload which takes just one milisecond
end estimation
0	1	1
0	3	2
0	5	3
0	6	4
0	8	5
0	9	6
0	11	7
0	12	8
0	14	9
0	15	10
0	17	11
0	19	12
0	22	13
0	25	14
0	27	15
0	28	16
0	30	17
0	31	18
0	33	19
0	35	20
0	36	21
0	38	22
0	39	23
0	41	24
0	42	25
0	44	26
0	45	27
0	47	28
0	48	29
0	49	30
0	51	31
0	53	32
0	54	33
0	56	34
0	58	35
0	59	36
0	60	37
0	62	38
0	64	39
0	65	40
0	67	41
0	68	42
0	70	43
0	71	44
0	73	45
0	74	46
0	76	47
0	77	48
0	79	49
0	80	50
0	82	51
0	84	52
0	85	53
0	87	54
0	88	55
0	90	56
0	91	57
0	93	58
0	95	59
0	96	60
0	97	61
0	99	62
0	101	63
0	102	64
0	103	65
0	105	66
0	107	67
0	108	68
0	110	69
0	111	70
0	113	71
0	114	72
0	116	73
0	117	74
0	119	75
0	121	76
0	122	77
0	124	78
0	126	79
0	127	80
0	128	81
0	130	82
0	131	83
0	133	84
0	135	85
0	136	86
0	138	87
0	139	88
0	141	89
0	142	90
0	144	91
0	146	92
0	147	93
0	149	94
0	150	95
0	151	96
0	153	97
0	154	98
0	156	99
0	157	100
1	19	1
1	21	2
1	22	3
1	23	4
1	25	5
1	26	6
1	28	7
1	29	8
1	31	9
1	33	10
1	34	11
1	36	12
1	38	13
1	39	14
1	41	15
1	42	16
1	44	17
1	45	18
1	47	19
1	48	20
1	50	21
1	51	22
1	53	23
1	54	24
1	56	25
1	57	26
1	59	27
1	60	28
1	62	29
1	63	30
1	65	31
1	66	32
1	68	33
1	69	34
1	71	35
1	72	36
1	74	37
1	75	38
1	77	39
1	78	40
1	80	41
1	81	42
1	83	43
1	84	44
1	86	45
1	87	46
1	89	47
1	90	48
1	92	49
1	93	50
1	95	51
1	97	52
1	98	53
1	100	54
1	101	55
1	102	56
1	103	57
1	105	58
1	106	59
1	108	60
1	110	61
1	111	62
1	113	63
1	114	64
1	116	65
1	118	66
1	119	67
1	121	68
1	123	69
1	124	70
1	125	71
1	127	72
1	129	73
1	130	74
1	132	75
1	133	76
1	135	77
1	136	78
1	138	79
1	139	80
1	140	81
1	141	82
1	143	83
1	144	84
1	146	85
1	147	86
1	149	87
1	150	88
1	152	89
1	153	90
1	155	91
1	156	92
1	158	93
1	159	94
1	161	95
1	163	96
1	164	97
1	166	98
1	167	99
1	169	100
